Accession,Release_Date,Pangolin,PangoVersions,Random_Sampling,Isolate,Species,Length,Nuc_Completeness,Genotype,Geo_Location,USA,Host,Isolation_Source,Collection_Date
OM042373,2021-12-28,AY.119,4.3.1/1.23.1/v0.1.12/0.3.19,true,DE-CDC-LC0429746,Severe acute respiratory syndrome-related coronavirus,29796,complete,,USA: Delaware,DE,Homo sapiens,oronasopharynx,2021-12-13
OM315549,2022-01-19,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,,40814,Severe acute respiratory syndrome-related coronavirus,29821,complete,,"USA: ADA, ID",ID,Homo sapiens,oronasopharynx,2020-07-09
OR320154,2023-07-20,B.1.337,4.3.1/1.23.1/v0.1.12/0.3.19,,Mayo22018,Severe acute respiratory syndrome-related coronavirus,29801,complete,,USA,,Homo sapiens,,2020-11-04
OM011436,2021-12-25,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB11842392,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-26
OP924376,2022-11-30,BF.7.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,WA-CDC-UW22111156356,Severe acute respiratory syndrome-related coronavirus,29669,complete,,USA: Washington,WA,Homo sapiens,oronasopharynx,2022-11-11
OP367319,2022-09-06,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,SC-CDC-QDX40577338,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: South Carolina,SC,Homo sapiens,oronasopharynx,2022-08-21
OQ081415,2022-12-20,BQ.1.1.32,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0956142,Severe acute respiratory syndrome-related coronavirus,29717,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-12-06
ON916595,2022-07-05,BA.5.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-LC0731606,Severe acute respiratory syndrome-related coronavirus,29592,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-06-17
OM016511,2021-12-25,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-ASC210535092,Severe acute respiratory syndrome-related coronavirus,29801,complete,,USA: Minnesota,MN,Homo sapiens,,2021-12-13
OL729652,2021-12-06,AY.100,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-ASC210521882,Severe acute respiratory syndrome-related coronavirus,29823,complete,,USA: Illinois,IL,Homo sapiens,,2021-11-03
OP690632,2022-10-20,BF.8,4.3.1/1.23.1/v0.1.12/0.3.19,,FL-BPHL-13632,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: FL,FL,Homo sapiens,,2022-08-31
MZ366590,2021-06-10,B.1.429,4.3.1/1.23.1/v0.1.12/0.3.19,,UT-UPHL-210528154809,Severe acute respiratory syndrome-related coronavirus,29820,complete,,USA,,Homo sapiens,,2021-05-06
OM958151,2022-03-10,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,WV-CDC-LC0554532,Severe acute respiratory syndrome-related coronavirus,29686,complete,,USA: West Virginia,WV,Homo sapiens,oronasopharynx,2022-02-23
OQ063827,2022-12-16,BQ.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-9NC4NUSFS,Severe acute respiratory syndrome-related coronavirus,29841,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2022-12-01
OM998683,2022-03-16,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MO-CDC-QDX34246528,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA: Missouri,MO,Homo sapiens,oronasopharynx,2022-02-24
OR024049,2023-05-22,BA.5.2.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-FS27888854,Severe acute respiratory syndrome-related coronavirus,29652,complete,,USA,,Homo sapiens,,2022-12-19
ON007820,2022-03-17,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB14476395,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-02-21
ON728963,2022-06-10,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-LC0673235,Severe acute respiratory syndrome-related coronavirus,29664,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2022-05-27
ON335963,2022-04-25,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-QDX35776769,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2022-04-09
ON591507,2022-05-24,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,GA-CDC-LC0629025,Severe acute respiratory syndrome-related coronavirus,29726,complete,,USA: Georgia,GA,Homo sapiens,oronasopharynx,2022-05-10
OP733381,2022-10-27,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-STM-QJGMANTKK,Severe acute respiratory syndrome-related coronavirus,29805,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-10-10
OM173616,2022-01-07,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-ASC210639291,Severe acute respiratory syndrome-related coronavirus,29790,complete,,USA: Maryland,MD,Homo sapiens,,2021-12-22
OM772857,2022-02-22,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,,GA-CDC-4494460-001,Severe acute respiratory syndrome-related coronavirus,29783,complete,,USA: GA,GA,Homo sapiens,oronasopharynx,2022-01-18
OM126342,2022-01-04,AY.39,4.3.1/1.23.1/v0.1.12/0.3.19,true,OH-CDC-ASC210613803,Severe acute respiratory syndrome-related coronavirus,29777,complete,,USA: Ohio,OH,Homo sapiens,,2021-12-16
OP156337,2022-08-04,BF.5,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX39215607,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-07-19
OM306807,2022-01-19,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,PR-CDC-FG-237721,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: Puerto Rico,PR,Homo sapiens,oronasopharynx,2022-01-04
OM285652,2022-01-18,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,OKPHLCOV0008557,Severe acute respiratory syndrome-related coronavirus,29783,complete,,"USA: Oklahoma, Oklahoma City",OK,Homo sapiens,,2021-12-27
ON400975,2022-05-03,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,VA-VTVAS3-GSC33670,Severe acute respiratory syndrome-related coronavirus,29797,complete,,USA: Virginia,VA,Homo sapiens,,2022-02-14
OM398295,2022-01-26,BA.1.10,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-QDX32750422,Severe acute respiratory syndrome-related coronavirus,29752,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2022-01-07
OP821966,2022-11-14,BA.5.2.1,4.3.1/1.23.1/v0.1.12/0.3.19,,2208300079,Severe acute respiratory syndrome-related coronavirus,29753,complete,,USA: New Hampshire,NH,Homo sapiens,,2022-08-30
OM789326,2022-02-23,BA.1.20,4.3.1/1.23.1/v0.1.12/0.3.19,true,IL-CDC-LC0538583,Severe acute respiratory syndrome-related coronavirus,29716,complete,,USA: Illinois,IL,Homo sapiens,oronasopharynx,2022-02-09
OQ165976,2023-01-04,BQ.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0970248,Severe acute respiratory syndrome-related coronavirus,29591,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-12-17
OM574083,2022-02-08,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-FG-256198,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-01-28
ON566387,2022-05-23,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-9GX7HUJB2,Severe acute respiratory syndrome-related coronavirus,29848,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-05-09
ON311600,2022-04-21,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-QDX35733474,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-04-05
OR055404,2023-05-29,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,,2179938,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA,,Homo sapiens,,2022-01-30
OP466775,2022-09-19,BE.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,WA-CDC-UW22082720357,Severe acute respiratory syndrome-related coronavirus,29669,complete,,USA: Washington,WA,Homo sapiens,oronasopharynx,2022-08-27
OM189097,2022-01-09,AY.100,4.3.1/1.23.1/v0.1.12/0.3.19,true,SC-CDC-MMB12199714,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: South Carolina,SC,Homo sapiens,oronasopharynx,2021-12-15
ON031742,2022-03-21,BA.1.1.11,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB14565280,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-02-27
OM053525,2021-12-29,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-P38U4B4X7,Severe acute respiratory syndrome-related coronavirus,29885,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-12-09
OQ762157,2023-04-06,BA.1.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,,NE-NPHL22-5260,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA: Nebraska,NE,Homo sapiens,,2022-01-14
MW522374,2021-01-26,B.1.1.132,4.3.1/1.23.1/v0.1.12/0.3.19,,CA-QDX-3338,Severe acute respiratory syndrome-related coronavirus,29773,complete,,USA: CA,CA,Homo sapiens,,2020-09-17
OQ370037,2023-02-02,BQ.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-QDX45690730,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2023-01-16
OM464772,2022-02-01,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-5Y568QUBA,Severe acute respiratory syndrome-related coronavirus,29864,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2022-01-16
MZ029783,2021-04-26,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,true,CT-CDC-QDX23678309,Severe acute respiratory syndrome-related coronavirus,29772,complete,,USA: Connecticut,CT,Homo sapiens,oronasopharynx,2021-04-05
MW816251,2021-03-26,B.1.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-QDX22786563,Severe acute respiratory syndrome-related coronavirus,29782,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2021-03-08
ON609646,2022-05-26,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0637324,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-05-16
OM520719,2022-02-04,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,UT-CDC-LC0505957,Severe acute respiratory syndrome-related coronavirus,29750,complete,,USA: Utah,UT,Homo sapiens,oronasopharynx,2022-01-19
OM184729,2022-01-08,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-FG-226507,Severe acute respiratory syndrome-related coronavirus,29823,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2021-12-27
OQ433684,2023-02-14,XBB.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-VSX-A073170,Severe acute respiratory syndrome-related coronavirus,29845,complete,,USA: Nevada,NV,Homo sapiens,,2023-02-03
MZ101316,2021-05-05,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-000056463,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-04-12
MW873946,2021-04-06,B.1.429,4.3.1/1.23.1/v0.1.12/0.3.19,true,SD-SDPHL-0150,Severe acute respiratory syndrome-related coronavirus,29840,complete,,USA: South Dakota,SD,Homo sapiens,,2021-03-01
MW986300,2021-04-21,R.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-LC0024030,Severe acute respiratory syndrome-related coronavirus,29713,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2021-03-01
OM084246,2021-12-31,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-HHD-2112211811,Severe acute respiratory syndrome-related coronavirus,29793,complete,,USA,,Homo sapiens,,2021-12-16
OP446492,2022-09-16,BA.5.8,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDPHE-2103543383,Severe acute respiratory syndrome-related coronavirus,29567,complete,,USA,,Homo sapiens,,2022-07-12
OM047825,2021-12-28,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB11887314,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-29
OP286200,2022-08-23,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-LC0831419,Severe acute respiratory syndrome-related coronavirus,29592,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2022-08-12
ON375900,2022-04-28,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-LACPHL-AF08575,Severe acute respiratory syndrome-related coronavirus,29747,complete,,USA,,Homo sapiens,,2021-12-20
OP582867,2022-10-04,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,AZ-CDC-LC0893248,Severe acute respiratory syndrome-related coronavirus,29679,complete,,USA: Arizona,AZ,Homo sapiens,oronasopharynx,2022-09-19
ON145084,2022-04-04,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,PA-CDC-ASC210847301,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: Pennsylvania,PA,Homo sapiens,,2022-03-23
ON363133,2022-04-27,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-QDX35824923,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-04-10
OM409064,2022-01-27,BA.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CT-CDC-LC0477381,Severe acute respiratory syndrome-related coronavirus,29654,complete,,USA: Connecticut,CT,Homo sapiens,oronasopharynx,2022-01-08
MZ740907,2021-08-10,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-ASC210157539,Severe acute respiratory syndrome-related coronavirus,29809,complete,,USA: Texas,TX,Homo sapiens,,2021-07-15
OP911026,2022-11-29,DN.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-STM-JG6UW2J9F,Severe acute respiratory syndrome-related coronavirus,29841,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-11-11
OL857090,2021-12-15,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-FG-187696,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2021-12-07
OR303635,2023-07-20,B.1,4.3.1/1.23.1/v0.1.12/0.3.19,,Mayo17412,Severe acute respiratory syndrome-related coronavirus,29830,complete,,USA,,Homo sapiens,,2020-09-17
MZ144345,2021-05-07,B.1.525,4.3.1/1.23.1/v0.1.12/0.3.19,true,VA-CDC-LC0049728,Severe acute respiratory syndrome-related coronavirus,29690,complete,,USA: Virginia,VA,Homo sapiens,oronasopharynx,2021-04-20
MZ238519,2021-05-20,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-ASC210058583,Severe acute respiratory syndrome-related coronavirus,29880,complete,,USA: Florida,FL,Homo sapiens,,2021-05-04
OQ328732,2023-01-26,BQ.1.14,4.3.1/1.23.1/v0.1.12/0.3.19,true,TN-CDC-QDX45389664,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Tennessee,TN,Homo sapiens,oronasopharynx,2023-01-08
MZ257403,2021-05-21,B.1.1.519,4.3.1/1.23.1/v0.1.12/0.3.19,true,WV-CDC-ASC210013286,Severe acute respiratory syndrome-related coronavirus,29899,complete,,USA: West Virginia,WV,Homo sapiens,,2021-03-21
OM362863,2022-01-24,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,,OH-UHTL-1820,Severe acute respiratory syndrome-related coronavirus,29864,complete,,USA: Ohio,OH,Homo sapiens,oronasopharynx,2022-01-04
OM298112,2022-01-18,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-ASC210560618,Severe acute respiratory syndrome-related coronavirus,29791,complete,,USA: Texas,TX,Homo sapiens,,2021-12-28
ON610690,2022-05-26,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-STM-D3URDYCGS,Severe acute respiratory syndrome-related coronavirus,29850,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2022-05-10
ON513680,2022-05-13,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,,TG1178882,Severe acute respiratory syndrome-related coronavirus,29769,complete,,"USA: Arizona, Maricopa",AZ,Homo sapiens,,2021-12-28
OP553116,2022-09-29,BA.4.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,WV-CDC-LC0890245,Severe acute respiratory syndrome-related coronavirus,29674,complete,,USA: West Virginia,WV,Homo sapiens,oronasopharynx,2022-09-19
MW701263,2021-03-05,B.1.311,4.3.1/1.23.1/v0.1.12/0.3.19,,CA-CZB-19151,Severe acute respiratory syndrome-related coronavirus,29812,complete,,"USA: CA, Humboldt County",CA,Homo sapiens,,2020-12-06
ON657995,2022-06-02,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,OR-CDC-LC0659197,Severe acute respiratory syndrome-related coronavirus,29615,complete,,USA: Oregon,OR,Homo sapiens,oronasopharynx,2022-05-19
OL860300,2021-12-15,AY.39,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-ASC210711273,Severe acute respiratory syndrome-related coronavirus,29810,complete,,USA: Minnesota,MN,Homo sapiens,,2021-11-19
OM101391,2022-01-03,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-MER4JYQB6,Severe acute respiratory syndrome-related coronavirus,29860,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2021-12-11
ON896188,2022-07-01,BA.2.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0722456,Severe acute respiratory syndrome-related coronavirus,29726,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-06-16
OM121501,2022-01-04,BA.1.17,4.3.1/1.23.1/v0.1.12/0.3.19,true,NV-CDC-LC0442698,Severe acute respiratory syndrome-related coronavirus,29717,complete,,USA: Nevada,NV,Homo sapiens,oronasopharynx,2021-12-16
OM054388,2021-12-29,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-3000150881,Severe acute respiratory syndrome-related coronavirus,29847,complete,,USA,,Homo sapiens,,2021-08-11
OM019850,2021-12-27,AY.3,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB11880304,Severe acute respiratory syndrome-related coronavirus,29787,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2021-11-29
OR611529,2023-09-29,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,,TX-EPICC_Sieve_386,Severe acute respiratory syndrome-related coronavirus,29728,complete,,USA: Texas,TX,Homo sapiens,,2021
ON333309,2022-04-25,BA.1.18,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-CDC-2-5721833,Severe acute respiratory syndrome-related coronavirus,29657,complete,,USA: NM,NM,Homo sapiens,,2022-02-28
ON333223,2022-04-25,AY.25,4.3.1/1.23.1/v0.1.12/0.3.19,true,MP-CDC-2-5721842,Severe acute respiratory syndrome-related coronavirus,29737,complete,,USA: MP,MP,Homo sapiens,,2021-12-20
OQ058055,2022-12-15,BQ.1.1.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,MD-CDC-QDX44021261,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: Maryland,MD,Homo sapiens,oronasopharynx,2022-11-25
OQ763275,2023-04-06,B.1.315,4.3.1/1.23.1/v0.1.12/0.3.19,,NE-MP_NCOV20-6485,Severe acute respiratory syndrome-related coronavirus,29782,complete,,USA: Nebraska,NE,Homo sapiens,,2020-05-11
OM651756,2022-02-11,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-FG-261414,Severe acute respiratory syndrome-related coronavirus,29795,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2022-01-31
ON499309,2022-05-12,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0606132,Severe acute respiratory syndrome-related coronavirus,29727,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-04-29
OL903628,2021-12-18,AY.103,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDCBI-CRSP_OJBOJDQHKAZVBXSI,Severe acute respiratory syndrome-related coronavirus,29844,complete,,USA: Massachusetts,MA,Homo sapiens,,2021-12-08
OL728689,2021-12-06,AY.25.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MI-CDC-STM-NWH7JN8YP,Severe acute respiratory syndrome-related coronavirus,29888,complete,,USA: Michigan,MI,Homo sapiens,oronasopharynx,2021-11-19
OL804351,2021-12-10,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,true,NM-UNM-ED00362,Severe acute respiratory syndrome-related coronavirus,29701,complete,,USA: New Mexico,NM,Homo sapiens,,2021-11-30
OP771280,2022-11-03,BA.5.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDPH-7000015444,Severe acute respiratory syndrome-related coronavirus,29762,complete,,USA,,Homo sapiens,,2022-07-11
ON026630,2022-03-21,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDC-MMB14553071,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: Colorado,CO,Homo sapiens,oronasopharynx,2022-02-25
MW930885,2021-04-15,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-QDX23396239,Severe acute respiratory syndrome-related coronavirus,29763,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2021-03-28
OK193388,2021-09-21,B.1.526,4.3.1/1.23.1/v0.1.12/0.3.19,true,FL-CDC-STM-000042403,Severe acute respiratory syndrome-related coronavirus,29796,complete,,USA: Florida,FL,Homo sapiens,oronasopharynx,2021-03-22
OM063817,2021-12-30,AY.44,4.3.1/1.23.1/v0.1.12/0.3.19,,CO-CDPHE-2102417374,Severe acute respiratory syndrome-related coronavirus,29812,complete,,USA,,Homo sapiens,,2021-12-08
OP423124,2022-09-13,BE.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,WV-CDC-LC0868958,Severe acute respiratory syndrome-related coronavirus,29592,complete,,USA: West Virginia,WV,Homo sapiens,oronasopharynx,2022-08-25
OP671499,2022-10-18,BF.7.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-LC0908871,Severe acute respiratory syndrome-related coronavirus,29720,complete,,USA: California,CA,Homo sapiens,oronasopharynx,2022-10-04
ON254073,2022-04-18,BA.2,4.3.1/1.23.1/v0.1.12/0.3.19,true,CA-CDC-ASC210724621,Severe acute respiratory syndrome-related coronavirus,29724,complete,,USA: California,CA,Homo sapiens,,2022-04-07
OR086221,2023-06-05,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,,2169813,Severe acute respiratory syndrome-related coronavirus,29684,complete,,USA,,Homo sapiens,,2022-01-21
OM823625,2022-02-25,BA.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,MA-CDC-STM-5EYST2JFG,Severe acute respiratory syndrome-related coronavirus,29871,complete,,USA: Massachusetts,MA,Homo sapiens,oronasopharynx,2022-02-09
OP982804,2022-12-09,BQ.1.1.4,4.3.1/1.23.1/v0.1.12/0.3.19,true,NJ-CDC-QDX43796086,Severe acute respiratory syndrome-related coronavirus,29718,complete,,USA: New Jersey,NJ,Homo sapiens,oronasopharynx,2022-11-18
OP869240,2022-11-21,BA.4.6,4.3.1/1.23.1/v0.1.12/0.3.19,true,NY-CDC-QDX43385895,Severe acute respiratory syndrome-related coronavirus,29709,complete,,USA: New York,NY,Homo sapiens,oronasopharynx,2022-11-04
ON481320,2022-05-11,BA.2.12.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,IN-CDC-STM-CF4AKW35K,Severe acute respiratory syndrome-related coronavirus,29850,complete,,USA: Indiana,IN,Homo sapiens,oronasopharynx,2022-04-27
MZ011543,2021-04-23,B.1.551,4.3.1/1.23.1/v0.1.12/0.3.19,true,MN-CDC-IBX534571165957,Severe acute respiratory syndrome-related coronavirus,29882,complete,,USA: Minnesota,MN,Homo sapiens,,2021-03-28
OM366420,2022-01-24,BA.1.15,4.3.1/1.23.1/v0.1.12/0.3.19,true,TX-CDC-LC0471048,Severe acute respiratory syndrome-related coronavirus,29687,complete,,USA: Texas,TX,Homo sapiens,oronasopharynx,2021-12-28
OM806538,2022-02-24,BA.1.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,NC-CDC-MMB14159569,Severe acute respiratory syndrome-related coronavirus,29770,complete,,USA: North Carolina,NC,Homo sapiens,oronasopharynx,2022-02-03
MZ512937,2021-07-07,B.1.1.7,4.3.1/1.23.1/v0.1.12/0.3.19,,VSP2904,Severe acute respiratory syndrome-related coronavirus,29884,complete,,"USA: Pennsylvania, Philadelphia",PA,Homo sapiens,,2021-05-24
OP567348,2022-10-03,BA.4.1,4.3.1/1.23.1/v0.1.12/0.3.19,true,CO-CDPHE-2103593049,Severe acute respiratory syndrome-related coronavirus,29714,complete,,USA,,Homo sapiens,,2022-07-13
